af_caves_load,14,17.5,"^2MacTavish: ^7Bizim bir tane iyi UMP'miz var.  Onların bin tane var.",
af_caves_load,18,21,"^2MacTavish: ^7Makarov'un istihbaratının iyi olup olmadığını bile bilmiyoruz.",
af_caves_load,21.3,22.3,"^2MacTavish: ^7Price.",
af_caves_load,23.3,24.3,"^2MacTavish: ^7...Price?",
af_caves_load,25,30.2,"^2Price: ^7Sağlıklı bir insan zihni sabah uyandığında bunun dünyadaki son günü olduğunu düşünmez.",
af_caves_load,30.5,33.5,"^2Price: ^7Ama bence bu bir lüks.  Bir lanet değil.",
af_caves_load,33.5,36.7,"^2Price: ^7Sona yaklaştığınızı bilmek bir tür özgürlüktür.",
af_caves_load,37.5,40,"^2Price: ^7Envanter çıkarmak için iyi bir zaman.",
af_caves_load,41,46,"^2Price: ^7Silahsız.  Sayıca üstün.  Aklımızı kaçırdık. İntihar görevinde.",
af_caves_load,46,50,"^2Price: ^7Ama buradaki kum ve kayalar, binlerce yıllık savaşla lekelenmiş...",
af_caves_load,51.2,54,"^2Price: ^7Bizi hatırlayacaklar.  Bunun için.",
af_caves_load,54.5,60,"^2Price: ^7Çünkü tüm kâbuslarımız arasında kendimiz için seçtiğimiz kâbus bu.",
af_caves_load,60,63.4,"^2Price: ^7Dünya'dan verilen bir nefes gibi ilerliyoruz.",
af_caves_load,64,66.7,"^2Price: ^7Kalplerimizde dinçlik ve görünürde tek bir hedefle:",
af_caves_load,67.8,69.5,"^2Price: ^7Biz.  Will.",
af_caves_load,70,72,"^2Price: ^7Öldürün onu.",
af_chase_load,16.3,18,"^2Price: ^7Bu kayıt için.",
af_chase_load,18.3,21,"^2Price: ^7Tarih galipler tarafından yazılır.",
af_chase_load,22,24,"^2Price: ^7Tarih yalancılarla doludur.",
af_chase_load,25,30,"^2Price: ^7Eğer o yaşar ve biz ölürsek, onun gerçeği yazılı hâle gelir -",
af_chase_load,30,32,"^2Price: ^7- ve bizimki kayboldu.",
af_chase_load,32,39,"^2Price: ^7Shepherd bir kahraman olacak.  Çünkü dünyayı değiştirmek için ihtiyacınız olan tek şey iyi bir yalan ve bir nehir dolusu kan.",
af_chase_load,40,45,"^2Price: ^7Bir yalancının tarih üzerinde oynadığı en büyük oyunu tamamlamak üzere.",
af_chase_load,45.7,48,"^2Price: ^7Onun gerçeği gerçek olacak.",
af_chase_load,48,52.2,"^2Price: ^7Ama sadece o yaşarsa ve biz ölürsek.",
airport_load,7.5,11,"^2Shepherd: ^7Görev Gücü 141'in geri kalanı ACS'yi getirdi, Allen.",
airport_load,12,16,"^2Shepherd: ^7İki adam koca bir üssü yerle bir etti.  Şimdi senden çok daha fazlasını istiyorum.",
airport_load,18,23,"^2Shepherd: ^7Dün ön saflarda bir askerdin.  Ama bugün ön saflar tarih oldu.",
airport_load,23,29,"^2Shepherd: ^7Üniformalar birer kalıntı.  Savaş her yerde devam ediyor.  Ve kayıplar olacak.",
airport_load,36,41,"^2Shepherd: ^7Bu Makarov denen adam kendi savaşını veriyor ve kuralları yok.  Sınırları yok.",
airport_load,41,44.3,"^2Shepherd: ^7İşkenceden, insan kaçakçılığından ya da soykırımdan çekinmiyor.",
airport_load,45,52,"^2Shepherd: ^7Bir bayrağa, bir ülkeye ya da herhangi bir ideale sadık değil.  Para için kan ticareti yapıyor.",
airport_load,53,55,"^2Shepherd: ^7O senin yeni en iyi arkadaşın.",
airport_load,56,59.3,"^2Shepherd: ^7Seni onun yanına koymanın şimdiden neye mal olduğunu bilmek istemezsin.",
airport_load,60,62.6,"^2Shepherd: ^7Bu sana kendinden bir parçaya mal olacak.",
airport_load,64,67,"^2Shepherd: ^7Kurtaracağın her şeyle karşılaştırıldığında hiçbir maliyeti olmayacak.",
arcadia_load,25,27.2,"^2Shepherd: ^7Biri şu lanet televizyonu kapatsın.",
arcadia_load,29,33,"^2Shepherd: ^7Görev gücüm ülke dışında.  Senin birliğine el koyuyorum, Çavuş Foley.",
