af_caves_load,14,17.5,^2Мактавиш: ^7У нас всего один пулемет. У них – тысяча.  ,
af_caves_load,18,21,"^2Мактавиш: ^7Мы даже не знаем, не солгал ли Макаров.  ",
af_caves_load,21.3,22.3,^2Мактавиш: ^7Прайс.,
af_caves_load,23.3,24.3,^2Мактавиш: ^7...Прайс?,
af_caves_load,25,30.2,"^2Прайс: ^7Нормальный человек не просыпается с мыслью о том, что сегодня – последний день его жизни.   ",
af_caves_load,30.5,33.5,"^2Прайс: ^7Но я считаю, это роскошь. Не проклятие. ",
af_caves_load,33.5,36.7,"^2Прайс: ^7Знание, что конец близок, дает свободу. ",
af_caves_load,37.5,40,^2Прайс: ^7Самое время... свести счеты. ,
af_caves_load,41,46,^2Прайс: ^7Враг силен. Нас мало. Мы на пределе. Идем на верную смерть. ,
af_caves_load,46,50,"^2Прайс: ^7Но камни и песок, за тысячи лет войны впитавшие столько крови...",
af_caves_load,51.2,54,^2Прайс: ^7Они будут помнить нас. За это.,
af_caves_load,54.5,60,"^2Прайс: ^7Потому что мы сами выбрали свой путь. И, поверь, этот путь страшнее любого кошмара.    ",
af_caves_load,60,63.4,^2Прайс: ^7У нас нет другого выхода.  ,
af_caves_load,64,66.7,^2Прайс: ^7Мы должны это сделать.,
af_caves_load,67.8,69.5,^2Прайс: ^7Мы. Его. ,
af_caves_load,70,72,^2Прайс: ^7Уничтожим.  ,
af_chase_load,16.3,18,^2Прайс: ^7Говорю для записи.,
af_chase_load,18.3,21,^2Прайс: ^7Историю пишет победитель.,
af_chase_load,22,24,^2Прайс: ^7В истории много лжи. ,
af_chase_load,25,30,"^2Прайс: ^7Если мы проиграем, его правда станет истиной,  ",
af_chase_load,30,32,^2Прайс: ^7а нашу забудут.,
af_chase_load,32,39,"^2Прайс: ^7Шепард станет героем. Ведь чтобы изменить мир, нужна красивая ложь и море крови.",
af_chase_load,40,45,^2Прайс: ^7Он собирается совершить самый большой обман в истории человечества.,
af_chase_load,45.7,48,^2Прайс: ^7Его правда станет истиной.,
af_chase_load,48,52.2,"^2Прайс: ^7Но только, если он выживет, а мы умрем.",
airport_load,7.5,11,"^2Шепард: ^7Опергруппа 141 захватила систему автоматического контроля, Аллен. ",
airport_load,12,16,^2Шепард: ^7Два бойца вынесли целую базу. Твоя задача будет еще сложней.  ,
airport_load,18,23,^2Шепард: ^7Вчера ты был солдатом на передовой. Но сегодня фронта больше нет.  ,
airport_load,23,29,"^2Шепард: ^7Война идет повсюду. А где война, там непременно будут и жертвы. ",
airport_load,36,41,^2Шепард: ^7Этот Макаров ведет собственную войну вне всяких правил и границ.  ,
airport_load,41,44.3,"^2Шепард: ^7Он не побрезгует ни пытками, ни торговлей людьми, ни геноцидом.",
airport_load,45,52,"^2Шепард: ^7У него нет идеалов, нет чести, нет родины. Он проливает кровь за деньги.   ",
airport_load,53,55,^2Шепард: ^7Теперь это твой лучший друг. ,
airport_load,56,59.3,"^2Шепард: ^7Тебе лучше не знать, во что обошлось твое внедрение.",
airport_load,60,62.6,^2Шепард: ^7От тебя это потребует больших жертв.,
airport_load,64,67,"^2Шепард: ^7В сравнении с целью, эта цена невысока. ",
arcadia_load,25,27.2,"^2Шепард: ^7Кто-нибудь, выключите этот чертов телевизор.",
arcadia_load,29,33,"^2Шепард: ^7Моя опергруппа за границей. Принимаю командование вашей частью, сержант Фоули.",
arcadia_load,34,36,"^2Сержант Фоули: ^7Есть, сэр. Слушаюсь, сэр.",
arcadia_load,37,40,^2Шепард: ^7Я реквизировал "Страйкер" у восьмой бронетанковой.,
arcadia_load,46,48,"^2Сержант Фоули: ^7С Бэджером шутки плохи, сэр.",
arcadia_load,48,52,"^2Шепард: ^7Он доставит вас на место. Русские легко проходят сквозь нашу оборону,  ",
arcadia_load,52,54,^2Шепард: ^7нельзя дать им сделать это здесь.,
arcadia_load,54.6,58.3,^2Сержант Фоули: ^7Укажите точку на карте. Ее они не возьмут.  ,
boneyard_load,16.7,20,"^2Мактавиш: ^7Роуч? Гоуст? Гоуст, прием! Выходите на связь! Кто-нибудь меня слышит?",
boneyard_load,20,25,"^2Прайс: ^7Их нет, Соуп. Шепард убил всех. Я пытаюсь к вам пробиться. ",
boneyard_load,26,28,^2Мактавиш: ^7Шепард нас предал. ,
boneyard_load,28,31,"^2Прайс: ^7Предают тех, кто доверяет. Я никому не верю.   ",
boneyard_load,31.3,34,"^2Прайс: ^7Николай, прием. Засек координаты? ",
boneyard_load,34,38,^2Николай: ^7Да. Я уже на подходе. Но я не один. ,
boneyard_load,38,41,"^2Николай: ^7С одной стороны люди Шепарда, с другой – люди Макарова.  ",
boneyard_load,43,45,^2Прайс: ^7Придется с ними разобраться.     ,
boneyard_load,45,47,^2Николай: ^7Или дай им перебить друг друга.  ,
boneyard_load,47,50,"^2Николай: ^7Что ж, тогда до скорой встречи, мой друг.  ",
cliffhanger_load,23.3,25,^2Рядовой первого класса Аллен: ^7Как я выгляжу?  ,
cliffhanger_load,25,27,^2Шепард: ^7Как настоящий плохой парень.,
cliffhanger_load,27,29,^2Шепард: ^7Для твоего задания – идеально.  ,
cliffhanger_load,29,31,^2Рядовой первого класса Аллен: ^7Макаров будет наградой. ,
cliffhanger_load,31,36,"^2Шепард: ^7Макаров – не награда. Он шавка. Бешеный пес, убивающий направо и налево.",
cliffhanger_load,37,40,^2Шепард: ^7Помни легенду – это залог твоего выживания.  ,
cliffhanger_load,41,45.5,^2Шепард: ^7Это отряд 141 – добро пожаловать в ряды лучших бойцов планеты!      ,
cliffhanger_load,46,49,"^2Рядовой первого класса Аллен: ^7Благодарю, сэр. Когда я увижу остальных?   ",
cliffhanger_load,49.3,53.5,^2Шепард: ^7Они на задании. Цель – модуль автоматической системы контроля в тылу врага.   ,
cliffhanger_load,54,56,^2Рядовой первого класса Аллен: ^7По колено в воде? ,
cliffhanger_load,56,59,"^2Шепард: ^7Я бы сказал, на жестоком холоде.   ",
contingency_load,12,14,^2Капитан Мактавиш: ^7Соединение установлено. ,
contingency_load,16.3,19,"^2Капитан Мактавиш: ^7Генерал Шепард, на связи капитан Прайс.    ",
contingency_load,20,22,"^2Шепард: ^7С возвращением, капитан.   ",
contingency_load,22,24,"^2Капитан Прайс: ^7Да уж, как у черта со сковороды... ",
contingency_load,24,27,^2Капитан Прайс: ^7Этот мир превращается в настоящий ад. ,
contingency_load,28,31,"^2Шепард: ^7Мы надеялись вернуть модуль до того, как русские его взломают. ",
contingency_load,32,33,^2Шепард: ^7Мы ошиблись. ,
contingency_load,33.6,38,^2Шепард: ^7После этого Макаров атаковал США. Теперь всё вокруг в огне. ,
contingency_load,39,41,^2Шепард: ^7Что ты мне передаешь?,
contingency_load,41.6,46,"^2Капитан Прайс: ^7Чтобы потушить горящую нефть, сэр, обычно рядом с пожаром устраивают взрыв.",
contingency_load,46,48.2,^2Капитан Прайс: ^7Убрать кислород – и пламя погаснет.  ,
contingency_load,49,54,"^2Шепард: ^7Прайс, похоже, ты переутомился. Приди в себя, не говори ерунды, сынок.   ",
contingency_load,55,58,"^2Капитан Прайс: ^7Шепард, ты готов сделать то, что нужно для победы? ",
contingency_load,58.6,60,^2Шепард: ^7Конечно. ,
